x, y
0.005390852031039421, 0.08925941422594143
0.08948788707147069, 0.08925941422594143
0.17358492211190196, 0.08860669456066947
0.2814016666052476, 0.08751881517226727
0.39137471242735006, 0.08490793651117941
0.46900274477236353, 0.0820794979079498
0.5466307771173771, 0.07794560005475289
0.6199461080957295, 0.07207112306730519
0.6867925350878117, 0.06489120674931355
0.7514825620419896, 0.05640585110077799
0.8097035863007497, 0.04726777578697045
0.8743936132549276, 0.03682426114261899
0.9326146375136877, 0.025728026832995556
0.9929920618103522, 0.013108773331263077
1.0555256887266258, -0.0003807597778831067
